OBJECTID,Join_Count,TARGET_FID,LHD_Determination,Latitude,Longitude,See In Google Earth,Fatality,NumberOfFatalities,Beta_Source_Layer,URL,River/Stream,SARPID,Original Source,SourceID,SourceFile,MERGE_SRC,Date Rechecked,Rechecked by,SiteId,SiteUuid,WaterSourceUuids,PODorPOUSite,SiteNativeId,ID,LHD_Color,Day of Evaluation,Evaluation Comments,Evaluator's Name,Dam_Name,State Name,State Abbreviation,State FIPS Code,County Name,County FIPS Code,FIPS Code,2023 Total County Population,City,Weir_Length,LHD_SiteID,LinkNo,Reach_ID,Qmin,Qmax,LHD_Match_Dist_Meters
92,1,92,1,42.80200218,-114.5476432,"https://earth.google.com/web/@42.80200218,-114.54764321,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 15:57,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
93,1,93,1,42.81091952,-114.5500544,"https://earth.google.com/web/@42.81091952,-114.55005442,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 16:03,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
94,1,94,1,42.81131718,-114.5483604,"https://earth.google.com/web/@42.81131718,-114.5483604,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 16:04,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
95,1,95,1,42.81104799,-114.5489168,"https://earth.google.com/web/@42.81104799,-114.54891683,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 16:06,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
96,1,96,1,42.81148802,-114.5651356,"https://earth.google.com/web/@42.81148802,-114.56513558,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 16:13,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
97,1,97,1,42.81307937,-114.561426,"https://earth.google.com/web/@42.81307937,-114.56142598,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 16:14,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
98,1,98,1,42.81267116,-114.5616252,"https://earth.google.com/web/@42.81267116,-114.56162516,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 16:15,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
99,1,99,1,42.81155737,-114.5643542,"https://earth.google.com/web/@42.81155737,-114.56435419,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 16:15,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
100,1,100,1,42.81066043,-114.5677994,"https://earth.google.com/web/@42.81066043,-114.56779942,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 16:16,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
101,1,101,1,42.8102923,-114.5693108,"https://earth.google.com/web/@42.8102923,-114.56931081,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 16:16,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
102,1,102,1,42.81025541,-114.5700683,"https://earth.google.com/web/@42.81025541,-114.57006828,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 16:17,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
103,1,103,1,42.81023854,-114.57126,"https://earth.google.com/web/@42.81023854,-114.57125999,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 16:17,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
104,1,104,1,42.80981485,-114.5734472,"https://earth.google.com/web/@42.80981485,-114.57344715,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 16:18,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
105,1,105,1,42.8094157,-114.5732237,"https://earth.google.com/web/@42.8094157,-114.57322371,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 16:19,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
106,1,106,1,42.80896946,-114.5742898,"https://earth.google.com/web/@42.80896946,-114.5742898,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 16:19,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
107,1,107,1,42.80909187,-114.5749257,"https://earth.google.com/web/@42.80909187,-114.57492573,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 16:20,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
108,1,108,1,42.80927682,-114.5755726,"https://earth.google.com/web/@42.80927682,-114.57557264,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 16:20,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
109,1,109,1,42.80947404,-114.5761099,"https://earth.google.com/web/@42.80947404,-114.5761099,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 16:20,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
110,1,110,1,42.80960812,-114.5765785,"https://earth.google.com/web/@42.80960812,-114.57657845,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 16:21,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
111,1,111,1,42.80926515,-114.5785909,"https://earth.google.com/web/@42.80926515,-114.57859085,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 16:23,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
112,1,112,1,42.80935174,-114.5792123,"https://earth.google.com/web/@42.80935174,-114.57921226,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 16:23,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
113,1,113,1,42.80931082,-114.5797935,"https://earth.google.com/web/@42.80931082,-114.57979353,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 16:23,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
114,1,114,1,42.80933901,-114.5805923,"https://earth.google.com/web/@42.80933901,-114.58059232,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 16:24,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
115,1,115,1,42.80931428,-114.5816687,"https://earth.google.com/web/@42.80931428,-114.58166869,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 16:25,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
116,1,116,1,42.80947221,-114.5833859,"https://earth.google.com/web/@42.80947221,-114.58338593,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 16:25,Low  Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
117,1,117,1,42.80928015,-114.5851098,"https://earth.google.com/web/@42.80928015,-114.58510978,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 16:26,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
118,1,118,1,42.80823287,-114.5864912,"https://earth.google.com/web/@42.80823287,-114.58649115,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 16:27,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
119,1,119,1,42.80809127,-114.5870379,"https://earth.google.com/web/@42.80809127,-114.58703786,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 16:27,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
120,1,120,1,42.8081368,-114.5893225,"https://earth.google.com/web/@42.8081368,-114.58932252,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 16:28,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
121,1,121,1,42.80815752,-114.5904831,"https://earth.google.com/web/@42.80815752,-114.59048313,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 16:29,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
122,1,122,1,42.80914714,-114.5996582,"https://earth.google.com/web/@42.80914714,-114.5996582,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 16:33,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
123,1,123,1,42.8087573,-114.5999117,"https://earth.google.com/web/@42.8087573,-114.59991174,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 18:20,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
124,1,124,1,42.80835175,-114.6001565,"https://earth.google.com/web/@42.80835175,-114.60015647,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 18:21,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
125,1,125,1,42.80848359,-114.6043512,"https://earth.google.com/web/@42.80848359,-114.60435119,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 18:22,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
126,1,126,1,42.80874964,-114.6048598,"https://earth.google.com/web/@42.80874964,-114.6048598,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 18:22,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
127,1,127,1,42.80881582,-114.605667,"https://earth.google.com/web/@42.80881582,-114.605667,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 18:23,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
128,1,128,1,42.81093045,-114.6146468,"https://earth.google.com/web/@42.81093045,-114.61464676,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 18:25,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
129,1,129,1,42.81001811,-114.6158335,"https://earth.google.com/web/@42.81001811,-114.61583351,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 18:27,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
130,1,130,1,42.80983328,-114.6171718,"https://earth.google.com/web/@42.80983328,-114.61717184,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 18:28,Low Head Dam,Wendy Williams,,Idaho,ID,16,Gooding County,47,16047,15754,,,,,,,,
131,1,131,1,42.80773869,-114.6218024,"https://earth.google.com/web/@42.80773869,-114.62180243,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 18:33,Low Head Dam,Wendy Williams,,Idaho,ID,16,Gooding County,47,16047,15754,,,,,,,,
132,1,132,1,42.80554949,-114.6350008,"https://earth.google.com/web/@42.80554949,-114.63500075,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 18:41,Low Head Dam,Wendy Williams,,Idaho,ID,16,Gooding County,47,16047,15754,,,,,,,,
133,1,133,1,42.76938302,-114.493102,"https://earth.google.com/web/@42.76938302,-114.49310201,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 18:50,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
134,1,134,1,42.76871132,-114.490896,"https://earth.google.com/web/@42.76871132,-114.49089603,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 18:50,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
135,1,135,1,42.76548188,-114.4853361,"https://earth.google.com/web/@42.76548188,-114.48533607,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 18:53,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
136,1,136,1,42.76553109,-114.4862256,"https://earth.google.com/web/@42.76553109,-114.48622564,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 18:53,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
137,1,137,1,42.75908913,-114.4816272,"https://earth.google.com/web/@42.75908913,-114.48162724,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 18:57,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
138,1,138,1,42.75892944,-114.4809091,"https://earth.google.com/web/@42.75892944,-114.48090914,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 18:57,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
139,1,139,1,42.75906219,-114.4799956,"https://earth.google.com/web/@42.75906219,-114.47999555,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 18:57,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
140,1,140,1,42.75897198,-114.4792515,"https://earth.google.com/web/@42.75897198,-114.47925151,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 18:57,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
141,1,141,1,42.75888582,-114.4781451,"https://earth.google.com/web/@42.75888582,-114.47814508,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 18:59,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
142,1,142,1,42.75860893,-114.4755543,"https://earth.google.com/web/@42.75860893,-114.47555427,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 18:59,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
143,1,143,1,42.75887172,-114.474983,"https://earth.google.com/web/@42.75887172,-114.47498296,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:00,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
144,1,144,1,42.75919138,-114.4746709,"https://earth.google.com/web/@42.75919138,-114.47467089,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:00,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
145,1,145,1,42.75963197,-114.4745676,"https://earth.google.com/web/@42.75963197,-114.4745676,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:00,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
146,1,146,1,42.76164583,-114.4701923,"https://earth.google.com/web/@42.76164583,-114.4701923,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:01,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
147,1,147,1,42.76282543,-114.4675916,"https://earth.google.com/web/@42.76282543,-114.46759158,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:02,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
148,1,148,1,42.76329529,-114.4642761,"https://earth.google.com/web/@42.76329529,-114.46427611,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:02,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
149,1,149,1,42.76401923,-114.4628343,"https://earth.google.com/web/@42.76401923,-114.46283427,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:03,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
150,1,150,1,42.76412542,-114.4623574,"https://earth.google.com/web/@42.76412542,-114.46235738,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:03,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
151,1,151,1,42.76409757,-114.4619041,"https://earth.google.com/web/@42.76409757,-114.46190413,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:03,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
152,1,152,1,42.76422671,-114.4613987,"https://earth.google.com/web/@42.76422671,-114.46139867,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:04,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
153,1,153,1,42.76473345,-114.4606926,"https://earth.google.com/web/@42.76473345,-114.4606926,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:04,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
154,1,154,1,42.76526364,-114.4595007,"https://earth.google.com/web/@42.76526364,-114.45950066,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:04,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
155,1,155,1,42.76536926,-114.4587142,"https://earth.google.com/web/@42.76536926,-114.45871422,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:05,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
156,1,156,1,42.76553701,-114.4576874,"https://earth.google.com/web/@42.76553701,-114.45768742,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:08,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
157,1,157,1,42.7661247,-114.4570713,"https://earth.google.com/web/@42.7661247,-114.45707128,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:08,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
158,1,158,1,42.76640004,-114.4567214,"https://earth.google.com/web/@42.76640004,-114.45672135,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:08,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
159,1,159,1,42.76667086,-114.4564348,"https://earth.google.com/web/@42.76667086,-114.45643483,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:08,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
160,1,160,1,42.76693329,-114.4560851,"https://earth.google.com/web/@42.76693329,-114.45608514,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:09,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
161,1,161,1,42.76967196,-114.4519072,"https://earth.google.com/web/@42.76967196,-114.45190722,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:10,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
162,1,162,1,42.73495279,-114.4812966,"https://earth.google.com/web/@42.73495279,-114.48129659,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:20,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
163,1,163,1,42.73658912,-114.4810638,"https://earth.google.com/web/@42.73658912,-114.48106376,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:21,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
164,1,164,1,42.73706564,-114.4806525,"https://earth.google.com/web/@42.73706564,-114.48065254,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:21,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
165,1,165,1,42.73751011,-114.480701,"https://earth.google.com/web/@42.73751011,-114.48070096,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:22,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
166,1,166,1,42.73792921,-114.4810453,"https://earth.google.com/web/@42.73792921,-114.48104529,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:22,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
167,1,167,1,42.73829593,-114.4816542,"https://earth.google.com/web/@42.73829593,-114.48165421,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:23,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
168,1,168,1,42.73864644,-114.4821476,"https://earth.google.com/web/@42.73864644,-114.48214755,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:23,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
169,1,169,1,42.73347081,-114.4864903,"https://earth.google.com/web/@42.73347081,-114.48649034,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:28,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
170,1,170,1,42.73378886,-114.4849398,"https://earth.google.com/web/@42.73378886,-114.4849398,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:29,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
171,1,171,1,42.7336084,-114.4859045,"https://earth.google.com/web/@42.7336084,-114.48590447,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:29,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
172,1,172,1,42.73322482,-114.4869207,"https://earth.google.com/web/@42.73322482,-114.48692069,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:30,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
173,1,173,1,42.7328008,-114.4880649,"https://earth.google.com/web/@42.7328008,-114.48806494,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:31,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
174,1,174,1,42.73260877,-114.4890412,"https://earth.google.com/web/@42.73260877,-114.48904118,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:31,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
175,1,175,1,42.73242611,-114.4896264,"https://earth.google.com/web/@42.73242611,-114.48962639,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:32,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
176,1,176,1,42.73425333,-114.4920326,"https://earth.google.com/web/@42.73425333,-114.49203256,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:33,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
177,1,177,1,42.73492792,-114.4929872,"https://earth.google.com/web/@42.73492792,-114.49298716,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:34,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
178,1,178,1,42.73493211,-114.4922508,"https://earth.google.com/web/@42.73493211,-114.49225079,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:34,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
179,1,179,1,42.73495947,-114.4952659,"https://earth.google.com/web/@42.73495947,-114.49526587,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:35,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
180,1,180,1,42.75931367,-114.4570241,"https://earth.google.com/web/@42.75931367,-114.45702413,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:38,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
181,1,181,1,42.7587748,-114.4571999,"https://earth.google.com/web/@42.7587748,-114.45719991,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,7/7/25 19:38,Low Head Dam,Wendy Williams,,Idaho,ID,16,Jerome County,53,16053,24977,,,,,,,,
